low_24h,ath,id,price_change_24h,ath_change_percentage,image,price_change_percentage_24h,ath_date,current_price,market_cap_rank,market_cap_change_24h,atl,coin_id,market_cap_change_percentage_24h,atl_change_percentage,fully_diluted_valuation,circulating_supply,atl_date,symbol,total_volume,total_supply,last_updated,max_supply,name,market_cap,high_24h,timestamp
1.056,1.088,250,0.00012745,-2.8622,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,0.01206,2025-02-03T02:31:35.208Z,1.057,50,-4896087.28635931,0.961716,susds,-0.20372,9.88441,2398194332.0,2269407161.665224,2025-01-04T01:21:08.460Z,susds,48174478.0,2269118978.005614,2025-06-27T06:26:05.255Z,,sUSDS,2398498909.0,1.057,1751005565
0.727145,2.14,251,-0.024611770724298432,-65.49328,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,-3.22472,2024-12-16T00:36:00.777Z,0.73861,51,-73765824.27428293,0.082171,ondo-finance,-3.06138,798.73284,7393844748.0,3159107529.0,2024-01-18T12:14:30.524Z,ondo,101286429.0,10000000000.0,2025-06-27T06:25:58.018Z,10000000000.0,Ondo,2335795061.0,0.770404,1751005558
25.71,50.43,252,0.905981,-45.16146,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,3.38485,2025-01-03T19:12:43.038Z,27.67,52,8762189.0,0.111255,tokenize-xchange,0.39749,24758.10543,2766539591.0,79995997.76037452,2019-04-28T00:00:00.000Z,tkx,21743339.0,100000000.0,2025-06-27T06:26:03.866Z,100000000.0,Tokenize Xchange,2213120949.0,27.82,1751005563
0.996684,1.025,253,-0.00134520540856764,-2.44215,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,-0.13446,2025-05-12T12:36:39.412Z,0.999122,53,3990759.0,0.989703,usd1-wlfi,0.1815,1.02002,2202709571.0,2204586586.0,2025-04-16T00:36:15.580Z,usd1,856180118.0,2204586586.0,2025-06-27T06:26:04.862Z,,USD1,2202709571.0,1.005,1751005564
0.595628,1.54,254,-0.009376530946047512,-61.10438,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,-1.54253,2024-04-08T09:45:25.482Z,0.598491,54,-32094873.484899998,0.307978,mantle,-1.5687,94.32976,3721217017.0,3365794382.83684,2023-10-18T02:50:46.942Z,mnt,152921449.0,6219316794.99,2025-06-27T06:26:02.307Z,6219316794.99,Mantle,2013862896.0,0.611568,1751005562
0.073076,0.207411,255,-0.004047395891172673,-64.02054,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,-5.14365,2024-08-01T00:40:47.164Z,0.07464,55,-99161061.91827917,0.00017105,kaspa,-4.8011,43527.91434,1966631136.0,26363807936.34678,2022-05-26T14:42:59.316Z,kas,79138485.0,26369327600.53463,2025-06-27T06:26:00.180Z,28704026601.0,Kaspa,1966219479.0,0.079876,1751005560
4.41,4.46,256,0.00301482,-0.84636,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,0.06818,2025-06-20T17:40:54.918Z,4.42,56,1295898.0,0.398142,fasttoken,0.0682,1011.33405,3846735165.0,429709490.6,2023-01-21T10:15:39.503Z,ftn,56679066.0,869380155.8,2025-06-27T06:26:05.380Z,1000000000.0,Fasttoken,1901330042.0,4.44,1751005565
15.53,25.94,257,-0.7027854133922347,-39.80362,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,-4.29061,2025-01-25T03:07:37.823Z,15.68,57,-92869809.93887782,0.25754,gatechain-token,-4.67157,5962.97314,4684380330.0,121367677.01585002,2020-03-13T02:18:02.481Z,gt,6107881.0,300000000.0,2025-06-27T06:26:06.636Z,,Gate,1895107863.0,16.4,1751005566
8.79,73.43,258,-0.03079120744157038,-87.80103,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,-0.3417,2025-01-19T11:50:34.806Z,8.98,58,-2572071.374960184,4.29,official-trump,-0.143,108.77319,8980421858.0,199999975.635993,2025-01-18T03:40:29.231Z,trump,278713268.0,1000000000.0,2025-06-27T06:25:57.866Z,1000000000.0,Official Trump,1796084153.0,9.05,1751005557
3.88,44.45,259,-0.07900642815786396,-91.19567,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,-1.98033,2022-01-17T00:34:41.497Z,3.91,59,-34911974.32983065,1.16,cosmos,-1.91926,237.34088,1784124582.0,456067934.170157,2020-03-13T02:27:44.591Z,atom,67772949.0,456067934.170157,2025-06-27T06:26:00.584Z,,Cosmos Hub,1784124582.0,4.04,1751005560
0.02024707,0.280991,260,-0.000682920706603186,-92.72565,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,-3.2324,2021-04-19T01:08:21.675Z,0.02044442,60,-58639687.05581927,0.00191713,vechain,-3.22841,966.18915,1757726403.0,85985041177.0,2020-03-13T02:29:59.652Z,vet,31089511.0,85985041177.0,2025-06-27T06:25:59.503Z,86712634466.0,VeChain,1757726403.0,0.02134288,1751005559
0.645515,3.45,261,0.01032714,-80.57816,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,1.56355,2024-03-28T17:21:18.050Z,0.670822,61,27126733.0,0.00816959,fetch-ai,1.5765,8111.65863,1821315329.0,2604959126.672,2020-03-13T02:24:18.347Z,fet,134809089.0,2714493896.672,2025-06-27T06:26:05.872Z,2714493896.672,Artificial Superintelligence Alliance,1747821940.0,0.680717,1751005565
105539.0,114576.0,262,-449.0947211046441,-6.65014,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,-0.41721,2025-02-04T01:47:44.052Z,107193.0,62,-5891410.059453964,52119.0,lombard-staked-btc,-0.33809,105.21401,1736678831.0,16202.83641287003,2024-09-06T21:01:52.094Z,lbtc,4952269.0,16202.83641287003,2025-06-27T06:26:04.456Z,,Lombard Staked BTC,1736678831.0,108331.0,1751005564
0.07542,0.100535,263,-0.003281684502337706,-23.99635,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,-4.09986,2024-12-04T10:13:57.264Z,0.076762,64,-71260593.14023161,0.03582727,sky,-4.1767,113.27453,2196572704.0,21298098228.2945,2025-02-03T05:01:48.626Z,sky,5667078.0,28615321929.54801,2025-06-27T06:26:03.388Z,,Sky,1634887118.0,0.080873,1751005563
0.248322,1.14,264,0.01244669,-74.20752,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,4.42138,2024-03-16T02:30:23.904Z,0.293958,63,71428460.0,0.095364,sei-network,4.57225,208.25284,2939828844.0,5556944444.0,2023-10-19T08:05:30.655Z,sei,594144143.0,10000000000.0,2025-06-27T06:25:59.473Z,,Sei,1633646556.0,0.293819,1751005559
2.95,13.53,265,-0.05565602882399423,-77.54154,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,-1.79687,2024-03-17T16:30:24.636Z,3.04,65,-28258726.95814514,0.03665669,render-token,-1.76198,8192.30423,1620425754.0,518128769.0562826,2020-06-16T13:22:25.900Z,render,87195012.0,532888942.3362826,2025-06-27T06:26:04.201Z,644245094.0,Render,1575542546.0,3.14,1751005564
0.171597,1.29,266,-0.004455773095079635,-86.549,https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,-2.50277,2024-03-13T18:55:06.692Z,0.173578,66,-39369305.211808205,0.153392,polygon-ecosystem-token,-2.45838,12.90675,1814462655.0,8998657003.255644,2025-04-07T07:06:08.017Z,pol,60096456.0,10452649892.29124,2025-06-27T06:26:02.962Z,,POL (ex-MATIC),1562065815.0,0.179317,1751005562
0.246894,1.52,267,-0.009191039299193737,-83.47053,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,-3.5141,2024-04-11T13:15:15.057Z,0.252356,67,-54707255.85590315,0.195078,ethena,-3.43793,28.59891,3786226269.0,6087500000.0,2024-09-06T21:04:48.253Z,ena,156315580.0,15000000000.0,2025-06-27T06:26:04.088Z,,Ethena,1536576828.0,0.26499,1751005564
0.295393,2.39,268,-0.002144525041993361,-87.28412,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,-0.70059,2024-01-12T12:29:59.231Z,0.303959,68,-8380480.040714741,0.245747,arbitrum,-0.55247,23.68228,3039434972.0,4963238296.0,2025-04-07T07:01:34.124Z,arb,193004368.0,10000000000.0,2025-06-27T06:26:05.329Z,10000000000.0,Arbitrum,1508544005.0,0.309473,1751005565
0.17048,3.56,269,-0.002764042942860589,-95.1566,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,-1.57683,2019-06-20T14:51:19.480Z,0.172527,69,-23706672.887078524,0.087513,algorand,-1.5669,97.09056,1489314444.0,8633382382.184563,2023-09-11T19:42:08.247Z,algo,48457325.0,8633725363.720875,2025-06-27T06:25:59.805Z,10000000000.0,Algorand,1489255280.0,0.17603,1751005559
2.18,236.84,270,-0.0732527672629133,-99.07298,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,-3.23127,2021-04-01T13:29:41.564Z,2.19,70,-49141291.72064352,1.98,filecoin,-3.20143,10.6174,4297148787.0,677505844.0,2025-06-22T20:30:12.846Z,fil,132626368.0,1959395583.0,2025-06-27T06:26:00.961Z,1959395583.0,Filecoin,1485837490.0,2.28,1751005560
4.3,5.03,271,-0.05033188219196916,-13.53522,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,-1.1437,2025-01-19T14:31:08.348Z,4.35,71,-12973302.210312843,0.146839,jupiter-perpetuals-liquidity-provider-token,-0.86915,2860.30867,1479664723.0,340129942.462755,2023-11-24T05:55:06.706Z,jlp,33027110.0,340129942.462755,2025-06-27T06:25:58.282Z,,Jupiter Perpetuals Liquidity Provider Token,1479664723.0,4.41,1751005558
2399.85,4098.26,272,-39.43875577516337,-40.43996,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,-1.58886,2024-12-06T20:27:27.286Z,2442.77,72,-22247724.99147272,1394.32,binance-peg-weth,-1.48306,75.06227,1477877339.0,604999.999959841,2025-04-09T01:32:41.942Z,weth,41007644.0,604999.999959841,2025-06-27T06:26:02.233Z,,Binance-Peg WETH,1477877339.0,2497.36,1751005562
0.99466,1.15,273,-0.000439500366452794,-13.31589,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,-0.04402,2025-02-03T02:30:49.959Z,0.998022,73,-29322733.404093742,0.940377,first-digital-usd,-1.94751,6.13001,1476331025.0,1479166030.251475,2024-12-05T22:30:51.394Z,fdusd,3916533572.0,1479166030.251475,2025-06-27T06:26:06.208Z,,First Digital USD,1476331025.0,1.003,1751005566
0.999499,1.018,274,-0.000179291909943147,-1.73232,https://coin-images.coingecko.com/coins/images/52804/large/USDtbSmall.png?1734344946,-0.01793,2024-12-20T13:43:38.196Z,0.999813,74,691436.0,0.986986,usdtb,0.04738,1.31436,1460097787.0,1460280372.93029,2025-02-03T01:56:29.640Z,usdtb,2174398.0,1460280372.93029,2025-06-27T06:26:05.933Z,,USDtb,1460097787.0,1.0,1751005565
0.856205,11.74,275,-0.020182503515212447,-92.59211,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,-2.26791,2024-03-10T00:10:42.330Z,0.869732,75,-32489815.366838694,0.583741,worldcoin-wld,-2.19826,48.99278,8700075810.0,1661468318.05742,2025-04-07T07:06:11.379Z,wld,125315436.0,10000000000.0,2025-06-27T06:26:01.399Z,10000000000.0,Worldcoin,1445490032.0,0.899562,1751005561
96.42,427.42,276,0.347795,-76.8348,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,0.35236,2021-09-11T09:15:00.668Z,99.05,76,4359616.0,0.215773,quant-network,0.30365,45787.6179,1446864902.0,14544176.164091088,2018-08-23T00:00:00.000Z,qnt,14812063.0,14612493.0,2025-06-27T06:26:02.968Z,14612493.0,Quant,1440100469.0,100.17,1751005562
11.04,28.83,277,-0.005488045621447668,-61.6069,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,-0.04958,2021-12-01T15:09:35.541Z,11.06,77,-3084707.8790102005,0.342863,kucoin-shares,-0.22236,3128.31181,1577993937.0,124967221.7819991,2019-02-07T00:00:00.000Z,kcs,7891166.0,142467221.7819991,2025-06-27T06:26:00.552Z,,KuCoin,1384160622.0,11.13,1751005560
146.22,297.96,278,-4.386545855742099,-49.92221,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,-2.86036,2025-01-19T11:30:53.744Z,148.97,78,-26435984.666681767,100.21,binance-staked-sol,-2.03359,48.89637,1273528246.0,8548906.185845017,2025-04-07T06:56:20.488Z,bnsol,1420725.0,8548906.185845017,2025-06-27T06:25:57.982Z,,Binance Staked SOL,1273528246.0,154.42,1751005557
0.998213,1.052,279,-0.001428051717891954,-5.0426,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,-0.14259,2025-01-23T22:34:53.341Z,1.0,79,-27600608.660789013,0.975737,usdt0,-2.16097,2.38289,1249633418.0,1249534349.950751,2025-02-28T01:35:58.101Z,usdt0,163765079.0,1249534349.950751,2025-06-27T06:26:02.417Z,,USDT0,1249633418.0,1.002,1751005562
1.17,4.07,280,-0.036847650778592866,-70.94975,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,-3.02336,2021-05-12T14:37:47.535Z,1.18,80,-38343357.71227813,0.04515276,nexo,-3.14208,2517.23896,1181974068.0,1000000000.0,2018-09-13T00:00:00.000Z,nexo,11641231.0,1000000000.0,2025-06-27T06:26:05.791Z,1000000000.0,NEXO,1181974068.0,1.23,1751005565
0.389688,2.0,281,-0.011740390952433566,-80.1065,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,-2.84999,2024-01-31T15:02:47.304Z,0.400205,81,-35362783.812185764,0.306358,jupiter-exchange-solana,-2.90905,29.87176,2799015029.0,2951327777.76,2025-04-07T06:56:22.719Z,jup,43883694.0,6999215490.78641,2025-06-27T06:25:59.665Z,10000000000.0,Jupiter,1180248103.0,0.416096,1751005559
0.01683825,0.150073,282,-0.000294065932767255,-88.33104,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,-1.65148,2023-01-10T03:14:05.921Z,0.01751216,82,-19443282.54134178,0.00827405,flare-networks,-1.62321,111.64899,1807671331.0,67549047218.92107,2023-10-19T03:35:41.663Z,flr,20864651.0,103621977972.0607,2025-06-27T06:26:00.839Z,,Flare,1178383953.0,0.01799238,1751005560
2735.96,4814.31,283,-40.29286264361872,-42.15594,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,-1.42541,2021-12-01T08:03:50.749Z,2786.47,83,-16793161.50215578,887.26,rocket-pool-eth,-1.43766,213.86307,1151297021.0,413100.1147150739,2022-06-18T20:55:45.957Z,reth,4278601.0,413100.1147150739,2025-06-27T06:26:05.429Z,,Rocket Pool ETH,1151297021.0,2846.48,1751005565
2514.24,4216.2,284,-38.272458580742295,-39.4075,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,-1.47239,2024-12-06T20:31:16.142Z,2561.07,84,-20483540.97708273,1459.69,kelp-dao-restaked-eth,-1.78701,75.01667,1125761126.0,439746.3774944563,2025-04-09T01:45:22.546Z,rseth,1529519.0,439746.3774944563,2025-06-27T06:26:05.165Z,,Kelp DAO Restaked ETH,1125761126.0,2618.2,1751005565
1.14,1.73,285,-0.13042223799453767,-33.931,https://coin-images.coingecko.com/coins/images/31401/large/centeredcoin_%281%29.png?1737048493,-10.11873,2025-06-11T15:05:38.084Z,1.16,85,-120007586.62767744,0.00131808,spx6900,-10.01884,86774.96657,1077811161.0,930993086.0063922,2024-02-04T19:12:19.110Z,spx,60362587.0,930993086.0063922,2025-06-27T06:26:06.729Z,1000000000.0,SPX6900,1077811161.0,1.29,1751005566
10.54,52.62,286,-0.5433549028779705,-79.66215,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,-4.83021,2024-03-14T15:06:22.124Z,10.71,86,-52541535.86566138,0.657401,injective-protocol,-4.7826,1527.91303,1070383509.0,97727220.33,2020-11-03T16:19:30.576Z,inj,110627280.0,100000000.0,2025-06-27T06:25:59.144Z,,Injective,1046056050.0,11.3,1751005559
0.173246,0.406698,287,-0.012102149534393869,-56.39543,https://coin-images.coingecko.com/coins/images/39901/large/KAIA.png?1724734368,-6.42551,2024-12-03T00:11:32.242Z,0.176243,87,-69746213.25810587,0.090737,kaia,-6.32844,95.44358,1032360540.0,5856641747.106198,2025-04-07T07:06:20.797Z,kaia,48053346.0,5856641936.044253,2025-06-27T06:25:59.986Z,,Kaia,1032360507.0,0.188699,1751005559
1.298e-05,5.825e-05,288,-4.01043853017e-07,-77.10298,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,-2.91899,2024-11-20T04:01:06.465Z,1.334e-05,88,-31912001.184269905,8.6142e-08,bonk,-2.99926,15383.13064,1183741959.0,77419592329436.58,2022-12-29T22:48:46.755Z,bonk,122005952.0,88796025323550.33,2025-06-27T06:26:02.648Z,88796025323550.33,Bonk,1032082456.0,1.386e-05,1751005562
1.0,1.027,289,-3.7238614380319e-05,-2.581,https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,-0.00372,2024-04-14T06:51:56.926Z,1.0,89,275902.0,0.945933,polygon-bridged-usdt-polygon,0.02683,5.74556,1028420398.0,1028124936.355372,2024-12-05T22:30:30.789Z,usdt,23399032.0,1028124936.355372,2025-06-27T06:26:06.555Z,,Polygon Bridged USDT (Polygon),1028420398.0,1.0,1751005566
0.639361,3.86,290,-0.01166499907529972,-82.83907,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,-1.73055,2024-04-01T12:34:58.342Z,0.662397,90,-16423890.707862854,0.04559639,blockstack,-1.59007,1354.39938,1016481844.0,1531840072.96583,2020-03-13T02:29:26.415Z,stx,42703583.0,1531840072.96583,2025-06-27T06:26:00.137Z,1818000000.0,Stacks,1016481844.0,0.681057,1751005560
0.99764,1.031,291,-0.001007152928903965,-3.03244,https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,-0.10073,2024-03-05T20:15:29.285Z,0.998844,91,-621605.3217766285,0.942892,binance-bridged-usdc-bnb-smart-chain,-0.06225,6.03487,997937014.0,998999979.839804,2024-12-05T22:30:25.440Z,usdc,444500544.0,998999979.839804,2025-06-27T06:26:04.799Z,,Binance Bridged USDC (BNB Smart Chain),997937014.0,1.003,1751005564
1.42,20.85,292,-0.11959871048801407,-93.05789,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,-7.62933,2024-02-10T14:30:02.495Z,1.45,92,-79632277.47226214,1.32,celestia,-7.4,9.33347,1637950893.0,688145041.160243,2025-06-22T20:21:50.444Z,tia,101732072.0,1131129863.013315,2025-06-27T06:26:00.031Z,,Celestia,996479557.0,1.6,1751005560
0.300071,1.029,293,0.00467,-69.85218,https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,1.51745,2025-01-04T21:35:44.705Z,0.312422,93,15268041.0,0.250194,sonic-3,1.56353,24.04938,991779999.0,3175000000.0,2025-06-22T19:45:12.848Z,s,106351168.0,3175000000.0,2025-06-27T06:26:00.155Z,,Sonic,991779999.0,0.314351,1751005560
0.942039,2.48,294,0.00388791,-60.94379,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,0.39661,2025-01-19T20:41:07.782Z,0.984177,94,4762663.0,0.02002855,fartcoin,0.48674,4733.86789,983244424.0,999991695.089437,2024-10-30T07:56:04.381Z,fartcoin,175118036.0,999991695.089437,2025-06-27T06:26:01.744Z,1000000000.0,Fartcoin,983244424.0,1.008,1751005561
0.999267,1.021,295,-0.000367791227215086,-2.09461,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,-0.03679,2023-10-23T22:44:57.056Z,0.999357,95,30634658.0,0.959426,paypal-usd,3.22417,4.16194,980792321.0,981378427.010212,2024-12-05T22:31:13.430Z,pyusd,16513146.0,981378427.010212,2025-06-27T06:26:04.131Z,,PayPal USD,980792321.0,0.999911,1751005564
0.057889,0.192754,296,0.00082419,-69.24103,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,1.40951,2021-08-21T04:39:48.324Z,0.059297,96,12082900.0,0.00039532,xdce-crowd-sale,1.27259,14897.84177,2252606971.0,16221470614.9,2019-07-22T00:00:00.000Z,xdc,20231827.0,38001633614.25,2025-06-27T06:25:59.792Z,,XDC Network,961553341.0,0.05938,1751005559
1.39,5.07,297,-0.05992609959928341,-71.68225,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,-3.98601,2025-01-02T06:15:38.599Z,1.44,97,-44845848.89936328,0.00748604,virtual-protocol,-4.55201,19059.62785,1435865262.0,654896393.9022963,2024-01-23T20:55:21.653Z,virtual,172829862.0,1000000000.0,2025-06-27T06:26:03.725Z,1000000000.0,Virtuals Protocol,940342982.0,1.51,1751005563
0.52161,4.84,298,-0.011881472998383824,-88.99215,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,-2.17919,2024-03-06T08:35:50.817Z,0.533342,98,-20126404.55717492,0.402159,optimism,-2.10902,32.59781,2289858076.0,1752186819.0,2022-06-18T20:54:52.178Z,op,160953804.0,4294967296.0,2025-06-27T06:26:02.927Z,4294967296.0,Optimism,934176877.0,0.550593,1751005562
2562.98,4729.53,299,-44.7673226328543,-44.90224,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,-1.68954,2024-03-27T05:26:27.333Z,2604.91,99,-16797646.781683326,1485.62,mantle-staked-ether,-1.80904,75.40576,911742692.0,349510.4213902483,2025-04-09T01:32:38.082Z,meth,1660280.0,349510.4213902483,2025-06-27T06:26:06.357Z,,Mantle Staked Ether,911742692.0,2670.95,1751005566
106467.0,111685.0,300,-432.8126004763617,-4.11545,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,-0.40267,2025-05-22T19:31:29.789Z,107053.0,100,-10851611.251400948,49058.0,solv-btc,-1.18345,118.29052,906095563.0,8458.989237115742,2024-08-05T06:28:45.311Z,solvbtc,3209992.0,8458.989237115742,2025-06-27T06:26:04.300Z,21000000.0,Solv Protocol BTC,906095563.0,107930.0,1751005564
